Compound,0.02 V,0.1 V,0.5 V,1.0 V,5.0 V
10^4,-1.69758E-6,-1.69758E-6,-2.35347E-6,-6.99309E-6,-3.07794E-4
10^4,-1.69989E-6,-1.69989E-6,-2.41871E-6,-7.11027E-6,-3.82879E-4
10^4,-1.70285E-6,-1.70285E-6,-2.48994E-6,-6.982E-6,-4.37113E-4
10^4,-1.71727E-6,-1.71727E-6,-2.54735E-6,-7.17855E-6,-4.90475E-4
10^4,-1.71587E-6,-1.71587E-6,-2.57754E-6,-7.30829E-6,-5.33477E-4
10^4,-1.72792E-6,-1.72792E-6,-2.65861E-6,-7.43925E-6,-5.68488E-4
10^4,-1.73061E-6,-1.73061E-6,-2.73627E-6,-7.54065E-6,-5.98518E-4
10^4,-1.73269E-6,-1.73269E-6,-2.80535E-6,-7.5527E-6,-6.24777E-4
10^4,-1.73247E-6,-1.73247E-6,-2.85011E-6,-7.6785E-6,-6.51953E-4
10^4,-1.73979E-6,-1.73979E-6,-2.94921E-6,-7.80073E-6,-6.81422E-4
10^4,-1.74789E-6,-1.74789E-6,-2.99157E-6,-7.89287E-6,-7.11035E-4
10^4,-1.75421E-6,-1.75421E-6,-3.06493E-6,-8.00372E-6,-7.36679E-4
10^4,-1.75764E-6,-1.75764E-6,-3.14922E-6,-8.10362E-6,-7.52039E-4
10^4,-1.76478E-6,-1.76478E-6,-3.21203E-6,-8.18036E-6,-7.51639E-4
10^4,-1.77325E-6,-1.77325E-6,-3.26817E-6,-8.28058E-6,-7.48761E-4
10^4,-1.77877E-6,-1.77877E-6,-3.34486E-6,-8.36395E-6,-7.44703E-4
10^4,-1.777E-6,-1.777E-6,-3.42107E-6,-8.45453E-6,-7.41078E-4
10^4,-1.78664E-6,-1.78664E-6,-3.50652E-6,-8.55059E-6,-7.37021E-4
10^4,-1.7902E-6,-1.7902E-6,-3.5799E-6,-8.60143E-6,-7.33553E-4
10^4,-1.79312E-6,-1.79312E-6,-3.63839E-6,-8.69749E-6,-7.31288E-4
10^4,-1.79526E-6,-1.79526E-6,-3.72483E-6,-8.78544E-6,-6.98187E-4
10^4,-1.80086E-6,-1.80086E-6,-3.80351E-6,-8.8874E-6,-7.07058E-4
10^4,-1.80972E-6,-1.80972E-6,-3.87086E-6,-8.99272E-6,-7.15444E-4
10^4,-1.81554E-6,-1.81554E-6,-3.92897E-6,-9.09018E-6,-7.22923E-4
10^4,-1.8184E-6,-1.8184E-6,-4.02182E-6,-9.22395E-6,-7.32707E-4
10^4,-1.82908E-6,-1.82908E-6,-4.09262E-6,-9.28752E-6,-7.44427E-4
10^4,-1.8311E-6,-1.8311E-6,-4.17997E-6,-9.37269E-6,-7.61719E-4
10^4,-1.83583E-6,-1.83583E-6,-4.25415E-6,-9.47713E-6,-7.843E-4
10^4,-1.83907E-6,-1.83907E-6,-4.33406E-6,-9.57786E-6,-8.11535E-4
10^4,-1.842E-6,-1.842E-6,-4.42352E-6,-9.6992E-6,-8.48861E-4
10^4,-1.84785E-6,-1.84785E-6,-4.4975E-6,-9.78257E-6,-8.94144E-4
10^4,-1.85446E-6,-1.85446E-6,-4.57679E-6,-9.91477E-6,-9.31016E-4
10^4,-1.86054E-6,-1.86054E-6,-4.67129E-6,-9.89728E-6,-9.73741E-4
10^4,-1.86777E-6,-1.86777E-6,-4.75222E-6,-1.04999E-5,-0.00102
10^4,-1.8725E-6,-1.8725E-6,-4.83328E-6,-9.94143E-6,-0.00105
10^4,-1.87301E-6,-1.87301E-6,-4.92139E-6,-1.01025E-5,-0.00112
10^4,-1.87953E-6,-1.87953E-6,-5.0009E-6,-1.03006E-5,-0.00118
10^4,-1.88618E-6,-1.88618E-6,-5.09036E-6,-1.04668E-5,-0.00126
10^4,-1.88875E-6,-1.88875E-6,-5.18048E-6,-1.06632E-5,-0.00136
10^4,-1.895E-6,-1.895E-6,-5.27032E-6,-1.04311E-5,-0.00146
10^4,-1.90206E-6,-1.90206E-6,-5.35819E-6,-1.05654E-5,-0.00164
10^4,-1.90774E-6,-1.90774E-6,-5.38849E-6,-1.07145E-5,-0.00172
10^4,-1.90967E-6,-1.90967E-6,-5.48942E-6,-1.08298E-5,-0.00182
10^4,-1.91003E-6,-1.91003E-6,-5.59635E-6,-1.09911E-5,-0.00202
10^4,-1.91759E-6,-1.91759E-6,-5.69678E-6,-1.11484E-5,-0.00216
10^4,-1.92328E-6,-1.92328E-6,-5.79707E-6,-1.13109E-5,-0.0023
10^4,-1.93054E-6,-1.93054E-6,-5.88548E-6,-1.14816E-5,-0.00242
10^4,-1.93215E-6,-1.93215E-6,-5.9782E-6,-1.16602E-5,-0.00255
10^4,-1.94132E-6,-1.94132E-6,-6.08507E-6,-1.18537E-5,-0.0027
10^4,-1.9455E-6,-1.9455E-6,-6.18038E-6,-1.20503E-5,-0.00285
10^4,-1.95409E-6,-1.95409E-6,-6.28E-6,-1.22699E-5,-0.003
10^4,-1.95113E-6,-1.95113E-6,-6.38002E-6,-1.25155E-5,-0.00317
10^4,-1.95678E-6,-1.95678E-6,-6.47775E-6,-1.27695E-5,-0.00332
10^4,-1.96266E-6,-1.96266E-6,-6.58424E-6,-1.30452E-5,-0.00346
10^4,-1.96913E-6,-1.96913E-6,-6.67331E-6,-1.32917E-5,-0.0036
10^4,-1.97594E-6,-1.97594E-6,-6.77956E-6,-1.36307E-5,-0.00374
10^4,-1.97436E-6,-1.97436E-6,-6.8852E-6,-1.39805E-5,-0.00387
10^4,-1.97818E-6,-1.97818E-6,-6.98867E-6,-1.434E-5,-0.00406
10^4,-1.98799E-6,-1.98799E-6,-7.09623E-6,-1.47218E-5,-0.00418
10^4,-1.99369E-6,-1.99369E-6,-7.20454E-6,-1.51174E-5,-0.00437
10^4,-1.99446E-6,-1.99446E-6,-7.30956E-6,-1.53955E-5,-0.00458
10^4,-2.0039E-6,-2.0039E-6,-7.42283E-6,-1.58221E-5,-0.00472
10^4,-2.00515E-6,-2.00515E-6,-7.53475E-6,-1.62625E-5,-0.00489
10^4,-2.01263E-6,-2.01263E-6,-7.63364E-6,-1.67133E-5,-0.005
10^4,-2.01377E-6,-2.01377E-6,-7.77126E-6,-1.71724E-5,-0.00513
10^4,-2.02009E-6,-2.02009E-6,-7.8624E-6,-1.76483E-5,-0.00535
10^4,-2.02911E-6,-2.02911E-6,-7.995E-6,-1.81573E-5,-0.00552
10^4,-2.03039E-6,-2.03039E-6,-8.12753E-6,-1.86748E-5,-0.00565
10^4,-2.03575E-6,-2.03575E-6,-8.21458E-6,-1.92245E-5,-0.00578
10^4,-2.03741E-6,-2.03741E-6,-8.36861E-6,-1.98049E-5,-0.00595
10^4,-2.04452E-6,-2.04452E-6,-8.48728E-6,-2.04165E-5,-0.00612
10^4,-2.04575E-6,-2.04575E-6,-8.58596E-6,-2.10817E-5,-0.00628
10^4,-2.05545E-6,-2.05545E-6,-8.75032E-6,-2.17996E-5,-0.00645
10^4,-2.05793E-6,-2.05793E-6,-8.84756E-6,-2.2569E-5,-0.00663
10^4,-2.06177E-6,-2.06177E-6,-8.99403E-6,-2.34111E-5,-0.00687
10^4,-2.06592E-6,-2.06592E-6,-9.11945E-6,-2.43131E-5,-0.00707
10^4,-2.06752E-6,-2.06752E-6,-9.26403E-6,-2.53079E-5,-0.00724
10^4,-2.07068E-6,-2.07068E-6,-9.29829E-6,-2.63875E-5,-0.00743
10^4,-2.08221E-6,-2.08221E-6,-9.5011E-6,-2.75637E-5,-0.00759
10^4,-2.08674E-6,-2.08674E-6,-9.65913E-6,-2.8745E-5,-0.00777
10^4,-2.08634E-6,-2.08634E-6,-9.6892E-6,-3.01309E-5,-0.00795
10^4,-2.09366E-6,-2.09366E-6,-1.00112E-5,-3.16226E-5,-0.00813
10^4,-2.10084E-6,-2.10084E-6,-1.00553E-5,-3.32391E-5,-0.00863
10^4,-2.10241E-6,-2.10241E-6,-1.01302E-5,-3.49881E-5,-0.0087
10^4,-2.10737E-6,-2.10737E-6,-1.04247E-5,-3.68815E-5,-0.00888
10^4,-2.11433E-6,-2.11433E-6,-1.04954E-5,-3.89082E-5,-0.00905
10^4,-2.11574E-6,-2.11574E-6,-1.05958E-5,-4.10994E-5,-0.00923
10^4,-2.12033E-6,-2.12033E-6,-1.07653E-5,-4.34578E-5,-0.00944
10^4,-2.12186E-6,-2.12186E-6,-1.09482E-5,-4.59866E-5,-0.00967
10^4,-2.12823E-6,-2.12823E-6,-1.11297E-5,-4.87106E-5,-0.00991
10^4,-2.13512E-6,-2.13512E-6,-1.13126E-5,-5.16202E-5,-0.01015
10^4,-2.13838E-6,-2.13838E-6,-1.15017E-5,-5.47548E-5,-0.01045
10^4,-2.13946E-6,-2.13946E-6,-1.15921E-5,-5.80989E-5,-0.01064
10^4,-2.45356E-6,-3.54801E-6,-1.28042E-5,-5.83912E-5,-0.01264
10^4,-2.41911E-6,-3.24613E-6,-1.14166E-5,-5.06677E-5,-0.01183
10^4,-2.34545E-6,-3.09922E-6,-1.05349E-5,-4.64009E-5,-0.0117
10^4,-2.30071E-6,-3.00423E-6,-1.04549E-5,-4.30982E-5,-0.01157
10^4,-2.25983E-6,-2.92617E-6,-9.43947E-6,-4.02938E-5,-0.01136
10^4,-2.22895E-6,-2.86433E-6,-9.03371E-6,-3.78213E-5,-0.01116
10^4,-2.20583E-6,-2.84326E-6,-8.728E-6,-3.54339E-5,-0.01101
10^4,-2.1844E-6,-2.76395E-6,-8.44208E-6,-3.34102E-5,-0.01077
10^4,-2.16785E-6,-2.76099E-6,-8.19084E-6,-3.15358E-5,-0.01053
10^4,-2.14576E-6,-2.68749E-6,-7.95538E-6,-2.97398E-5,-0.01031
10^4,-2.12889E-6,-2.65294E-6,-7.7326E-6,-2.79726E-5,-0.01007
10^4,-2.11543E-6,-2.61164E-6,-7.53344E-6,-2.62308E-5,-0.00984
10^4,-2.09906E-6,-2.57734E-6,-7.34431E-6,-2.44925E-5,-0.00962
10^4,-2.08091E-6,-2.54862E-6,-7.15852E-6,-2.27867E-5,-0.0094
10^4,-2.07408E-6,-2.51218E-6,-6.98568E-6,-2.11391E-5,-0.00917
10^4,-2.05884E-6,-2.48211E-6,-6.81554E-6,-1.95474E-5,-0.00894
10^4,-2.05123E-6,-2.45551E-6,-6.65E-6,-1.80438E-5,-0.00872
10^4,-2.03593E-6,-2.42715E-6,-6.49871E-6,-1.66443E-5,-0.00853
10^4,-2.02633E-6,-2.39533E-6,-6.35041E-6,-1.53392E-5,-0.00833
10^4,-2.01466E-6,-2.38059E-6,-6.21433E-6,-1.4153E-5,-0.00813
10^4,-1.99991E-6,-2.33893E-6,-6.06539E-6,-1.30465E-5,-0.00792
10^4,-1.9892E-6,-2.30662E-6,-5.92238E-6,-1.2051E-5,-0.00773
10^4,-1.97985E-6,-2.27619E-6,-5.78563E-6,-1.11547E-5,-0.00753
10^4,-1.97372E-6,-2.25429E-6,-5.64867E-6,-1.03199E-5,-0.00732
10^4,-1.95805E-6,-2.22139E-6,-5.51334E-6,-1.0446E-5,-0.00713
10^4,-1.94822E-6,-2.19743E-6,-5.39111E-6,-8.93608E-6,-0.00694
10^4,-1.94109E-6,-2.17045E-6,-5.25718E-6,-8.29085E-6,-0.00688
10^4,-1.93325E-6,-2.14733E-6,-5.14166E-6,-7.71915E-6,-0.00674
10^4,-1.92102E-6,-2.11557E-6,-5.0244E-6,-7.19459E-6,-0.00657
10^4,-1.9102E-6,-2.09463E-6,-4.89704E-6,-6.70892E-6,-0.00638
10^4,-1.9026E-6,-2.06844E-6,-4.78664E-6,-6.27085E-6,-0.00619
10^4,-1.89274E-6,-2.03592E-6,-4.67586E-6,-5.90545E-6,-0.00599
10^4,-1.88654E-6,-2.01913E-6,-4.54293E-6,-5.55532E-6,-0.0058
10^4,-1.87546E-6,-1.98727E-6,-4.45096E-6,-5.22193E-6,-0.00561
10^4,-1.87194E-6,-1.97032E-6,-4.33226E-6,-4.92592E-6,-0.00543
10^4,-1.861E-6,-1.94694E-6,-4.22142E-6,-4.63708E-6,-0.00525
10^4,-1.85076E-6,-1.94151E-6,-4.1305E-6,-4.3815E-6,-0.00507
10^4,-1.84403E-6,-1.89632E-6,-4.04503E-6,-4.11204E-6,-0.00488
10^4,-1.8274E-6,-1.87605E-6,-3.91962E-6,-3.87878E-6,-0.0047
10^4,-1.82244E-6,-1.84772E-6,-3.819E-6,-3.63845E-6,-0.00452
10^4,-1.80665E-6,-1.81982E-6,-3.71884E-6,-3.40307E-6,-0.00436
10^4,-1.80344E-6,-1.79884E-6,-3.59924E-6,-3.31552E-6,-0.00419
10^4,-1.79487E-6,-1.77109E-6,-3.50498E-6,-3.02952E-6,-0.00402
10^4,-1.79178E-6,-1.75351E-6,-3.39624E-6,-2.80225E-6,-0.00386
10^4,-1.7844E-6,-1.73161E-6,-3.29936E-6,-2.60452E-6,-0.0037
10^4,-1.77364E-6,-1.70816E-6,-3.2187E-6,-2.38641E-6,-0.00354
10^4,-1.76446E-6,-1.68205E-6,-3.10488E-6,-2.19588E-6,-0.00339
10^4,-1.7528E-6,-1.65554E-6,-3.00868E-6,-2.00263E-6,-0.00324
10^4,-1.74848E-6,-1.64037E-6,-2.91989E-6,-1.8081E-6,-0.0031
10^4,-1.74285E-6,-1.61369E-6,-2.80296E-6,-1.62852E-6,-0.00295
10^4,-1.73551E-6,-1.59087E-6,-2.7355E-6,-1.46585E-6,-0.00281
10^4,-1.72514E-6,-1.56995E-6,-2.63476E-6,-1.32363E-6,-0.00269
10^4,-1.71718E-6,-1.54628E-6,-2.52959E-6,-1.1937E-6,-0.0026
10^4,-1.71044E-6,-1.5219E-6,-2.45041E-6,-1.09931E-6,-0.0025
10^4,-1.69762E-6,-1.50406E-6,-2.36147E-6,-1.3413E-6,-0.0024
10^4,-1.69143E-6,-1.49012E-6,-2.26025E-6,-1.00479E-6,-0.0023
10^4,-1.68401E-6,-1.46093E-6,-2.20709E-6,-1.68244E-6,-0.00221
10^4,-1.68278E-6,-1.44157E-6,-2.07332E-6,-6.31065E-7,-0.00212
10^4,-1.66998E-6,-1.41926E-6,-2.01351E-6,-9.45153E-7,-0.00202
10^4,-1.66155E-6,-1.39718E-6,-1.92694E-6,-8.368E-7,-0.00191
10^4,-1.65772E-6,-1.3749E-6,-1.83649E-6,-6.96608E-7,-0.00181
10^4,-1.64984E-6,-1.3533E-6,-1.75914E-6,-5.28162E-7,-0.0017
10^4,-1.64552E-6,-1.33452E-6,-1.6839E-6,-4.37753E-7,-0.00159
10^4,-1.63302E-6,-1.30762E-6,-1.59519E-6,-3.18279E-7,-0.00147
10^4,-1.62305E-6,-1.2905E-6,-1.51859E-6,-2.60571E-7,-0.00134
10^4,-1.61941E-6,-1.26698E-6,-1.4586E-6,-2.03693E-7,-0.00122
10^4,-1.61013E-6,-1.25037E-6,-1.37622E-6,-1.39092E-7,-0.0011
10^4,-1.60041E-6,-1.23169E-6,-1.32132E-6,-1.88353E-8,-9.76289E-4
10^4,-1.59328E-6,-1.20735E-6,-1.23162E-6,1.03936E-7,-8.6042E-4
10^4,-1.58764E-6,-1.18636E-6,-1.1532E-6,-2.1868E-7,-7.49769E-4
10^4,-1.57892E-6,-1.1669E-6,-1.09203E-6,-1.44629E-7,-6.44712E-4
10^4,-1.57605E-6,-1.14389E-6,-1.02765E-6,-1.43206E-8,-5.46497E-4
10^4,-1.56277E-6,-1.14306E-6,-1.00029E-6,-2.34947E-7,-4.58206E-4
10^4,-1.56226E-6,-1.12882E-6,-9.98606E-7,-1.00631E-7,-3.80399E-4
10^4,-1.55176E-6,-1.09889E-6,-9.96479E-7,-2.2192E-9,-3.1042E-4
10^4,-1.54761E-6,-1.07161E-6,-9.85349E-7,-3.49662E-8,-2.51102E-4
10^4,-1.53897E-6,-1.04948E-6,-9.81042E-7,1.04906E-7,-2.07273E-4
10^4,-1.52878E-6,-1.03757E-6,-9.72374E-7,2.37476E-7,-1.74454E-4
10^4,-1.52227E-6,-1.01462E-6,-9.72374E-7,2.15888E-7,-1.5125E-4
10^4,-1.51587E-6,-9.99926E-7,-9.15522E-7,2.76088E-7,-1.30958E-4
10^4,-1.50451E-6,-9.7468E-7,-8.5316E-7,4.02682E-7,-1.13598E-4
10^4,-1.50296E-6,-9.73075E-7,-7.9014E-7,4.89073E-7,-9.7037E-5
10^4,-1.49237E-6,-9.68957E-7,-7.27843E-7,5.68892E-7,-7.93469E-5
10^4,-1.49137E-6,-9.67615E-7,-6.47721E-7,6.96048E-7,-6.27948E-5
10^4,-1.48413E-6,-9.61145E-7,-5.90565E-7,7.11803E-7,-4.19838E-5
10^4,-1.4783E-6,-9.61145E-7,-5.27119E-7,7.46859E-7,-2.30694E-5
10^4,-1.47095E-6,-9.44666E-7,-4.6795E-7,8.64084E-7,-6.83906E-6
10^4,-1.46263E-6,-9.27044E-7,-4.09013E-7,9.04237E-7,5.83427E-6
10^4,-1.45476E-6,-9.09009E-7,-3.58643E-7,9.5181E-7,4.12235E-5
10^4,-1.45147E-6,-8.90192E-7,-2.96395E-7,9.1014E-7,9.01983E-5
10^4,-1.44074E-6,-8.73008E-7,-2.57169E-7,9.58593E-7,1.4589E-4
10^4,-1.43899E-6,-8.4885E-7,-1.85189E-7,9.93967E-7,2.11838E-4
10^4,-1.42944E-6,-8.37651E-7,-1.56807E-7,1.02461E-6,2.73248E-4
10^4,-1.42195E-6,-8.19088E-7,-1.08797E-7,1.04349E-6,3.18413E-4
10^4,-1.40785E-6,-8.03202E-7,-1.01802E-7,1.04898E-6,3.58832E-4
10^4,-1.40588E-6,-7.82155E-7,2.48076E-10,9.79557E-7,4.14278E-4
10^4,-1.40392E-6,-7.65159E-7,8.15012E-10,2.57511E-7,4.78849E-4
10^4,-1.3881E-6,-7.51032E-7,1.03153E-9,8.90561E-7,5.21543E-4
10^4,-1.38436E-6,-7.32047E-7,1.04816E-9,9.69929E-7,5.01807E-4
10^4,-1.38086E-6,-7.14141E-7,1.72338E-9,1.03107E-6,3.04193E-4
10^4,-1.37687E-6,-6.96744E-7,1.99793E-7,1.04987E-6,2.81271E-4
10^4,-1.36402E-6,-6.78541E-7,2.59576E-7,7.22057E-7,2.92351E-4
10^4,-1.35592E-6,-6.60646E-7,3.0429E-7,1.06661E-6,3.08271E-4
10^4,-1.35135E-6,-6.43818E-7,3.18537E-7,4.28736E-7,3.30868E-4
10^4,-1.35052E-6,-6.27184E-7,3.18537E-7,9.98217E-7,3.24763E-4
10^4,-1.34179E-6,-6.11687E-7,3.43701E-7,1.53548E-6,3.45036E-4
10^4,-1.33825E-6,-5.93922E-7,3.43701E-7,1.35832E-6,3.91046E-4
10^4,-1.32859E-6,-5.759E-7,4.58524E-7,1.12538E-6,4.4471E-4
10^4,-1.32548E-6,-5.64667E-7,5.49126E-7,4.11064E-7,5.00366E-4
10^4,-1.3202E-6,-5.41392E-7,5.49126E-7,1.45629E-6,5.55775E-4
10^4,-1.30947E-6,-5.2251E-7,6.19324E-7,1.48203E-6,6.34657E-4
10^4,-1.30435E-6,-5.04504E-7,7.06639E-7,1.40862E-6,7.17747E-4
10^4,-1.29956E-6,-4.84846E-7,7.86617E-7,2.09235E-7,7.98467E-4
10^4,-1.29306E-6,-4.68527E-7,8.24755E-7,1.34742E-6,8.74966E-4
10^4,-1.2881E-6,-4.53614E-7,9.23347E-7,1.0452E-6,9.49483E-4
10^4,-1.27888E-6,-4.3318E-7,9.23347E-7,1.12693E-6,0.00102
10^4,-1.27833E-6,-4.11837E-7,9.57433E-7,1.23133E-6,0.00108
10^4,-1.27025E-6,-3.94184E-7,9.86809E-7,1.34608E-6,0.00115
10^4,-1.26152E-6,-3.7776E-7,1.01378E-6,1.41788E-6,0.00123
10^4,-1.25495E-6,-3.58343E-7,1.03699E-6,1.5001E-6,0.00129
10^4,-1.25431E-6,-3.5288E-7,1.04622E-6,1.57982E-6,0.00135
10^4,-1.25022E-6,-3.52151E-7,1.05315E-6,1.61357E-6,0.00141
10^4,-1.23984E-6,-3.34783E-7,1.08989E-6,1.6833E-6,0.00144
10^4,-1.23759E-6,-3.0131E-7,1.13953E-6,1.72394E-6,0.00148
10^4,-1.23224E-6,-2.66919E-7,1.16945E-6,1.79764E-6,0.0015
10^4,-1.22451E-6,-2.45872E-7,1.21236E-6,1.87048E-6,0.00151
10^4,-1.22325E-6,-2.30539E-7,1.25504E-6,1.89708E-6,0.0015
10^4,-1.21545E-6,-2.12845E-7,1.29261E-6,2.00177E-6,0.00147
10^4,-1.21103E-6,-2.00345E-7,1.32518E-6,2.031E-6,0.00144
10^4,-1.20636E-6,-1.7929E-7,1.36909E-6,2.07367E-6,0.0014
10^4,-1.18997E-6,-1.66646E-7,1.37523E-6,2.12809E-6,0.00137
10^4,-1.18964E-6,-1.50803E-7,1.40789E-6,2.23955E-6,0.00135
10^4,-1.18502E-6,-1.34947E-7,1.49867E-6,2.30768E-6,0.00133
10^4,-1.18312E-6,-1.20514E-7,1.53224E-6,2.39419E-6,0.00131
10^4,-1.16991E-6,-1.08962E-7,1.59092E-6,2.48209E-6,0.00129
10^4,-1.16987E-6,-1.01795E-8,1.59379E-6,2.57159E-6,0.00128
10^4,-1.1615E-6,-1.01408E-8,1.62803E-6,2.67593E-6,0.00126
10^4,-1.15241E-6,-1.00954E-8,1.66417E-6,2.84279E-6,0.00125
10^4,-1.14995E-6,-9.93927E-9,1.74997E-6,2.94495E-6,0.00125
10^4,-1.14781E-6,-9.76172E-9,1.80198E-6,3.08019E-6,0.00125
10^4,-1.14064E-6,-5.22377E-9,1.84548E-6,3.24973E-6,0.00128
10^4,-1.1354E-6,-5.22377E-9,1.88429E-6,3.35249E-6,0.00129
10^4,-1.13192E-6,1.47366E-10,1.94223E-6,3.50118E-6,0.0013
10^4,-1.12627E-6,9.74037E-10,2.00359E-6,3.64853E-6,0.00133
10^4,-1.12285E-6,1.00945E-9,2.0557E-6,3.763E-6,0.00135
10^4,-1.11352E-6,1.02532E-9,2.09592E-6,3.74734E-6,0.00138
10^4,-1.11334E-6,1.03744E-9,2.15162E-6,4.02954E-6,0.00143
10^4,-1.10104E-6,1.85994E-9,2.21749E-6,4.26901E-6,0.00147
10^4,-1.09784E-6,1.85994E-9,2.24462E-6,4.52341E-6,0.00153
10^4,-1.09577E-6,1.85994E-9,2.33294E-6,4.81656E-6,0.0016
10^4,-1.0918E-6,1.04188E-8,2.37725E-6,5.12363E-6,0.00165
10^4,-1.08267E-6,1.20595E-7,2.42977E-6,5.44941E-6,0.0017
10^4,-1.07719E-6,1.20971E-7,2.50472E-6,5.79181E-6,0.00176
10^4,-1.06963E-6,1.3732E-7,2.55681E-6,6.15459E-6,0.00182
10^4,-1.06418E-6,1.5454E-7,2.58812E-6,6.53773E-6,0.00188
10^4,-1.06068E-6,1.5454E-7,2.67464E-6,6.92427E-6,0.00195
10^4,-1.05037E-6,1.62696E-7,2.75362E-6,7.34717E-6,0.00202
10^4,-1.05037E-6,1.764E-7,2.81938E-6,7.76803E-6,0.00209
10^4,-1.05037E-6,1.87582E-7,2.88811E-6,8.19806E-6,0.00217
10^4,-1.05029E-6,1.87582E-7,2.96404E-6,8.65503E-6,0.00223
10^4,-1.04445E-6,1.96864E-7,3.03176E-6,9.13531E-6,0.00231
10^4,-1.04445E-6,2.06149E-7,3.12012E-6,9.62538E-6,0.00238
10^4,-1.04445E-6,2.10641E-7,3.20603E-6,9.92567E-6,0.00246
10^4,-1.03749E-6,2.22912E-7,3.26433E-6,1.03952E-5,0.00253
10^4,-1.03169E-6,2.38101E-7,3.36329E-6,1.09903E-5,0.00261
10^4,-1.03092E-6,2.47668E-7,3.45167E-6,1.15619E-5,0.00279
10^4,-1.02476E-6,2.5788E-7,3.53084E-6,1.21401E-5,0.00292
10^4,-1.02019E-6,2.69383E-7,3.64108E-6,1.27612E-5,0.00304
10^4,-1.0167E-6,2.79693E-7,3.7391E-6,1.33869E-5,0.00316
10^4,-1.00778E-6,2.9164E-7,3.82336E-6,1.40585E-5,0.00327
10^4,-1.00577E-6,3.02407E-7,3.93309E-6,1.47633E-5,0.00336
10^4,-1.00141E-6,3.13435E-7,4.03683E-6,1.55077E-5,0.00344
10^4,-1.00012E-6,3.25969E-7,4.14738E-6,1.63033E-5,0.00354
10^4,-9.90079E-7,3.4951E-7,4.25075E-6,1.71635E-5,0.00364
10^4,-9.67697E-7,3.58355E-7,4.37394E-6,1.80888E-5,0.00374
10^4,-9.61635E-7,3.69711E-7,4.49683E-6,1.91006E-5,0.00383
10^4,-9.61363E-7,3.83229E-7,4.61416E-6,2.01985E-5,0.00395
10^4,-9.57445E-7,3.9495E-7,4.7482E-6,2.1398E-5,0.00403
10^4,-9.52789E-7,3.96564E-7,4.89084E-6,2.26928E-5,0.00411
10^4,-9.47943E-7,4.09502E-7,5.02698E-6,2.40809E-5,0.00418
10^4,-9.44207E-7,4.20572E-7,5.18492E-6,2.55677E-5,0.0043
10^4,-9.44207E-7,4.32684E-7,5.33808E-6,2.71384E-5,0.00442
10^4,-9.3419E-7,4.45437E-7,5.49077E-6,2.87775E-5,0.00456
10^4,-9.31143E-7,4.59169E-7,5.6664E-6,3.04867E-5,0.00459
10^4,-9.25943E-7,4.71503E-7,5.84027E-6,3.22602E-5,0.00466
10^4,-9.25943E-7,4.83713E-7,6.01772E-6,3.41233E-5,0.00472
10^4,-9.23611E-7,4.92386E-7,6.21039E-6,3.60508E-5,0.00477
10^4,-9.18361E-7,5.0531E-7,6.40909E-6,3.80604E-5,0.00484
10^4,-9.12487E-7,5.17977E-7,6.6223E-6,4.01413E-5,0.00489
10^4,-9.06625E-7,5.30008E-7,6.84781E-6,4.23091E-5,0.00494
10^4,-9.01223E-7,5.42603E-7,7.06947E-6,4.45795E-5,0.00499
10^4,-8.97869E-7,5.57079E-7,7.30743E-6,4.69582E-5,0.00502
10^4,-8.93326E-7,5.66903E-7,7.57592E-6,4.94547E-5,0.00506
10^4,-8.89645E-7,5.79268E-7,7.82346E-6,5.20926E-5,0.0051
10^4,-8.83196E-7,5.92066E-7,8.09969E-6,5.48669E-5,0.0051
10^4,-8.83196E-7,6.06025E-7,8.39967E-6,5.78141E-5,0.00517
10^4,-8.83196E-7,6.17472E-7,8.39967E-6,6.09232E-5,0.0052
10^4,-8.83196E-7,6.29021E-7,8.39967E-6,6.42199E-5,0.00524
10^4,-8.83196E-7,6.29654E-7,8.39967E-6,6.77154E-5,0.00527
10^4,-8.83196E-7,6.29654E-7,8.39967E-6,7.14044E-5,0.0053
10^4,-8.83196E-7,6.29654E-7,8.39967E-6,6.7965E-5,0.00536
10^4,-8.83196E-7,6.29654E-7,8.28258E-6,6.44664E-5,0.00523
10^4,-8.83196E-7,6.29654E-7,8.00284E-6,6.11021E-5,0.00512
10^4,-8.83196E-7,6.29654E-7,7.73496E-6,5.79177E-5,0.00502
10^4,-8.83196E-7,6.10197E-7,7.47504E-6,5.49346E-5,0.00493
10^4,-8.86879E-7,5.93405E-7,7.23056E-6,5.2133E-5,0.00484
10^4,-8.95527E-7,5.75822E-7,6.98647E-6,4.9491E-5,0.00476
10^4,-9.00253E-7,5.53335E-7,6.75173E-6,4.69318E-5,0.00469
10^4,-9.00253E-7,5.30463E-7,6.52183E-6,4.45307E-5,0.00463
10^4,-9.06128E-7,5.1253E-7,6.29602E-6,4.22381E-5,0.00457
10^4,-9.16273E-7,4.95721E-7,6.08839E-6,4.00117E-5,0.00452
10^4,-9.16273E-7,4.77156E-7,5.88298E-6,3.78293E-5,0.00446
10^4,-9.27167E-7,4.60654E-7,5.6704E-6,3.57022E-5,0.0044
10^4,-9.3805E-7,4.42335E-7,5.47475E-6,3.36241E-5,0.00436
10^4,-9.48119E-7,4.22741E-7,5.29029E-6,3.16036E-5,0.0043
